"","Neighborhood","Airbnb","Date","City","ZRI","ZRI_City"
"3574","Studio City(Los Angeles)",239,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",3799,2537
"3575","Studio City(Los Angeles)",234,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",3784,2520
"3576","Studio City(Los Angeles)",233,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",3776,2506
"3577","Hyde Park(Los Angeles)",31,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2355,2625
"3578","Hyde Park(Los Angeles)",31,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2342,2616
"3579","Hyde Park(Los Angeles)",28,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2341,2607
"3580","Hyde Park(Los Angeles)",27,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",2339,2600
"3581","Hyde Park(Los Angeles)",27,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",2335,2595
"3582","Hyde Park(Los Angeles)",26,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",2319,2588
"3583","Hyde Park(Los Angeles)",26,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",2304,2578
"3584","Hyde Park(Los Angeles)",26,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",2288,2564
"3585","Hyde Park(Los Angeles)",26,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",2274,2549
"3586","Hyde Park(Los Angeles)",25,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",2254,2537
"3587","Hyde Park(Los Angeles)",24,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2224,2520
"3588","Hyde Park(Los Angeles)",22,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2200,2506
"3589","Westchester(Los Angeles)",136,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",3704,2625
"3590","Westchester(Los Angeles)",135,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",3684,2616
"3591","Westchester(Los Angeles)",135,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",3656,2607
"3592","Westchester(Los Angeles)",134,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",3650,2600
"3593","Westchester(Los Angeles)",127,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",3637,2595
"3594","Westchester(Los Angeles)",123,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",3623,2588
"3595","Westchester(Los Angeles)",123,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",3605,2578
"3596","Westchester(Los Angeles)",119,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",3579,2564
"3597","Westchester(Los Angeles)",115,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",3567,2549
"3598","Westchester(Los Angeles)",112,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",3541,2537
"3599","Westchester(Los Angeles)",109,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",3525,2520
"3600","Westchester(Los Angeles)",108,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",3516,2506
"3601","Silver Lake(Los Angeles)",552,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",3236,2625
"3602","Silver Lake(Los Angeles)",552,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",3227,2616
"3603","Silver Lake(Los Angeles)",551,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",3206,2607
"3604","Silver Lake(Los Angeles)",547,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",3187,2600
"3605","Silver Lake(Los Angeles)",545,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",3164,2595
"3606","Silver Lake(Los Angeles)",543,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",3137,2588
"3607","Silver Lake(Los Angeles)",537,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",3099,2578
"3608","Silver Lake(Los Angeles)",535,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",3030,2564
"3609","Silver Lake(Los Angeles)",528,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",2973,2549
"3610","Silver Lake(Los Angeles)",523,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",2946,2537
"3611","Silver Lake(Los Angeles)",516,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2960,2520
"3612","Silver Lake(Los Angeles)",508,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2985,2506
"3613","Arleta(Los Angeles)",0,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2421,2625
"3614","Arleta(Los Angeles)",0,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2411,2616
"3615","Arleta(Los Angeles)",0,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2406,2607
"3616","Arleta(Los Angeles)",0,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",2406,2600
"3617","Arleta(Los Angeles)",0,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",2405,2595
"3618","Arleta(Los Angeles)",0,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",2402,2588
"3619","Arleta(Los Angeles)",0,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",2398,2578
"3620","Arleta(Los Angeles)",0,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",2385,2564
"3621","Arleta(Los Angeles)",0,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",2366,2549
"3622","Arleta(Los Angeles)",0,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",2351,2537
"3623","Arleta(Los Angeles)",0,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2331,2520
"3624","Arleta(Los Angeles)",0,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2314,2506
"3625","Crenshaw(Los Angeles)",0,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2642,2625
"3626","Crenshaw(Los Angeles)",0,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2642,2616
"3627","Crenshaw(Los Angeles)",0,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2642,2607
"3628","Crenshaw(Los Angeles)",0,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",2629,2600
"3629","Crenshaw(Los Angeles)",0,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",2619,2595
"3630","Crenshaw(Los Angeles)",0,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",2598,2588
"3631","Crenshaw(Los Angeles)",0,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",2571,2578
"3632","Crenshaw(Los Angeles)",0,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",2543,2564
"3633","Crenshaw(Los Angeles)",0,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",2522,2549
"3634","Crenshaw(Los Angeles)",0,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",2511,2537
"3635","Crenshaw(Los Angeles)",0,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2495,2520
"3636","Crenshaw(Los Angeles)",0,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2473,2506
"3637","Chatsworth(Los Angeles)",20,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2853,2625
"3638","Chatsworth(Los Angeles)",20,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2850,2616
"3639","Chatsworth(Los Angeles)",20,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2841,2607
"3640","Chatsworth(Los Angeles)",20,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",2831,2600
"3641","Chatsworth(Los Angeles)",20,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",2821,2595
"3642","Chatsworth(Los Angeles)",19,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",2810,2588
"3643","Chatsworth(Los Angeles)",19,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",2794,2578
"3644","Chatsworth(Los Angeles)",18,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",2782,2564
"3645","Chatsworth(Los Angeles)",16,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",2755,2549
"3646","Chatsworth(Los Angeles)",16,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",2731,2537
"3647","Chatsworth(Los Angeles)",16,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2710,2520
"3648","Chatsworth(Los Angeles)",15,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2700,2506
"3649","Tarzana(Los Angeles)",79,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",3166,2625
"3650","Tarzana(Los Angeles)",79,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",3160,2616
"3651","Tarzana(Los Angeles)",78,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",3151,2607
"3652","Tarzana(Los Angeles)",75,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",3151,2600
"3653","Tarzana(Los Angeles)",72,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",3150,2595
"3654","Tarzana(Los Angeles)",72,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",3147,2588
"3655","Tarzana(Los Angeles)",71,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",3120,2578
"3656","Tarzana(Los Angeles)",71,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",3084,2564
"3657","Tarzana(Los Angeles)",67,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",3039,2549
"3658","Tarzana(Los Angeles)",63,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",3010,2537
"3659","Tarzana(Los Angeles)",62,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2993,2520
"3660","Tarzana(Los Angeles)",59,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2988,2506
"3661","Watts(Los Angeles)",2,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2040,2625
"3662","Watts(Los Angeles)",2,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2015,2616
"3663","Watts(Los Angeles)",2,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2001,2607
"3664","Watts(Los Angeles)",2,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",1988,2600
"3665","Watts(Los Angeles)",1,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",1981,2595
"3666","Watts(Los Angeles)",1,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",1972,2588
"3667","Watts(Los Angeles)",1,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",1966,2578
"3668","Watts(Los Angeles)",1,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",1969,2564
"3669","Watts(Los Angeles)",1,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",1981,2549
"3670","Watts(Los Angeles)",1,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",1980,2537
"3671","Watts(Los Angeles)",1,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",1950,2520
"3672","Watts(Los Angeles)",1,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",1925,2506
"3673","Harbor Gateway(Los Angeles)",23,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2392,2625
"3674","Harbor Gateway(Los Angeles)",23,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2376,2616
"3675","Harbor Gateway(Los Angeles)",23,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2366,2607
"3676","Harbor Gateway(Los Angeles)",22,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",2362,2600
"3677","Harbor Gateway(Los Angeles)",22,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",2358,2595
"3678","Harbor Gateway(Los Angeles)",19,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",2349,2588
"3679","Harbor Gateway(Los Angeles)",19,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",2334,2578
"3680","Harbor Gateway(Los Angeles)",19,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",2310,2564
"3681","Harbor Gateway(Los Angeles)",19,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",2286,2549
"3682","Harbor Gateway(Los Angeles)",19,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",2265,2537
"3683","Harbor Gateway(Los Angeles)",19,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2246,2520
"3684","Harbor Gateway(Los Angeles)",18,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2235,2506
"3685","Mar Vista(Los Angeles)",315,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",4428,2625
"3686","Mar Vista(Los Angeles)",315,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",4429,2616
"3687","Mar Vista(Los Angeles)",313,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",4414,2607
"3688","Mar Vista(Los Angeles)",307,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",4425,2600
"3689","Mar Vista(Los Angeles)",302,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",4437,2595
"3690","Mar Vista(Los Angeles)",298,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",4446,2588
"3691","Mar Vista(Los Angeles)",294,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",4424,2578
"3692","Mar Vista(Los Angeles)",287,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",4395,2564
"3693","Mar Vista(Los Angeles)",282,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",4328,2549
"3694","Mar Vista(Los Angeles)",277,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",4282,2537
"3695","Mar Vista(Los Angeles)",274,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",4232,2520
"3696","Mar Vista(Los Angeles)",272,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",4236,2506
"3697","Mid Wilshire(Los Angeles)",0,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",4332,2625
"3698","Mid Wilshire(Los Angeles)",0,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",4342,2616
"3699","Mid Wilshire(Los Angeles)",0,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",4331,2607
"3700","Mid Wilshire(Los Angeles)",0,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",4321,2600
"3701","Mid Wilshire(Los Angeles)",0,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",4323,2595
"3702","Mid Wilshire(Los Angeles)",0,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",4298,2588
"3703","Mid Wilshire(Los Angeles)",0,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",4260,2578
"3704","Mid Wilshire(Los Angeles)",0,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",4186,2564
"3705","Mid Wilshire(Los Angeles)",0,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",4102,2549
"3706","Mid Wilshire(Los Angeles)",0,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",4043,2537
"3707","Mid Wilshire(Los Angeles)",0,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",4020,2520
"3708","Mid Wilshire(Los Angeles)",0,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",4040,2506
"3709","El Sereno(Los Angeles)",44,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2252,2625
"3710","El Sereno(Los Angeles)",44,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2242,2616
"3711","El Sereno(Los Angeles)",43,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2231,2607
"3712","El Sereno(Los Angeles)",41,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",2219,2600
"3713","El Sereno(Los Angeles)",41,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",2211,2595
"3714","El Sereno(Los Angeles)",40,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",2207,2588
"3715","El Sereno(Los Angeles)",40,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",2203,2578
"3716","El Sereno(Los Angeles)",38,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",2197,2564
"3717","El Sereno(Los Angeles)",38,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",2173,2549
"3718","El Sereno(Los Angeles)",38,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",2148,2537
"3719","El Sereno(Los Angeles)",37,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2117,2520
"3720","El Sereno(Los Angeles)",37,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2100,2506
"3721","Encino(Los Angeles)",97,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",3669,2625
"3722","Encino(Los Angeles)",97,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",3674,2616
"3723","Encino(Los Angeles)",96,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",3682,2607
"3724","Encino(Los Angeles)",95,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",3686,2600
"3725","Encino(Los Angeles)",92,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",3689,2595
"3726","Encino(Los Angeles)",90,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",3672,2588
"3727","Encino(Los Angeles)",85,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",3642,2578
"3728","Encino(Los Angeles)",81,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",3595,2564
"3729","Encino(Los Angeles)",80,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",3556,2549
"3730","Encino(Los Angeles)",79,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",3518,2537
"3731","Encino(Los Angeles)",76,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",3494,2520
"3732","Encino(Los Angeles)",70,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",3458,2506
"3733","Mid City West(Los Angeles)",0,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",4223,2625
"3734","Mid City West(Los Angeles)",0,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",4222,2616
"3735","Mid City West(Los Angeles)",0,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",4192,2607
"3736","Mid City West(Los Angeles)",0,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",4186,2600
"3737","Mid City West(Los Angeles)",0,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",4185,2595
"3738","Mid City West(Los Angeles)",0,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",4177,2588
"3739","Mid City West(Los Angeles)",0,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",4143,2578
"3740","Mid City West(Los Angeles)",0,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",4073,2564
"3741","Mid City West(Los Angeles)",0,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",4000,2549
"3742","Mid City West(Los Angeles)",0,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",3931,2537
"3743","Mid City West(Los Angeles)",0,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",3897,2520
"3744","Mid City West(Los Angeles)",0,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",3877,2506
"3745","West Adams(Los Angeles)",48,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2526,2625
"3746","West Adams(Los Angeles)",48,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2510,2616
"3747","West Adams(Los Angeles)",47,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2505,2607
"3748","West Adams(Los Angeles)",47,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",2500,2600
"3749","West Adams(Los Angeles)",47,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",2500,2595
"3750","West Adams(Los Angeles)",47,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",2493,2588
"3751","West Adams(Los Angeles)",47,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",2480,2578
"3752","West Adams(Los Angeles)",47,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",2446,2564
"3753","West Adams(Los Angeles)",47,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",2409,2549
"3754","West Adams(Los Angeles)",46,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",2383,2537
"3755","West Adams(Los Angeles)",45,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2367,2520
"3756","West Adams(Los Angeles)",43,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2350,2506
"3757","Palms(Los Angeles)",228,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",3254,2625
"3758","Palms(Los Angeles)",228,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",3248,2616
"3759","Palms(Los Angeles)",227,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",3239,2607
"3760","Palms(Los Angeles)",224,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",3245,2600
"3761","Palms(Los Angeles)",220,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",3256,2595
"3762","Palms(Los Angeles)",215,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",3254,2588
"3763","Palms(Los Angeles)",211,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",3234,2578
"3764","Palms(Los Angeles)",205,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",3197,2564
"3765","Palms(Los Angeles)",205,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",3144,2549
"3766","Palms(Los Angeles)",202,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",3113,2537
"3767","Palms(Los Angeles)",199,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",3086,2520
"3768","Palms(Los Angeles)",195,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",3081,2506
"3769","Highland Park(Los Angeles)",193,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2594,2625
"3770","Highland Park(Los Angeles)",193,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2571,2616
"3771","Highland Park(Los Angeles)",192,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2550,2607
"3772","Highland Park(Los Angeles)",190,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",2532,2600
"3773","Highland Park(Los Angeles)",189,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",2515,2595
"3774","Highland Park(Los Angeles)",187,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",2505,2588
"3775","Highland Park(Los Angeles)",185,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",2497,2578
"3776","Highland Park(Los Angeles)",184,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",2481,2564
"3777","Highland Park(Los Angeles)",182,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",2453,2549
"3778","Highland Park(Los Angeles)",181,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",2454,2537
"3779","Highland Park(Los Angeles)",180,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2450,2520
"3780","Highland Park(Los Angeles)",174,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2465,2506
"3781","Woodland Hills(Los Angeles)",201,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",3422,2625
"3782","Woodland Hills(Los Angeles)",201,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",3429,2616
"3783","Woodland Hills(Los Angeles)",196,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",3432,2607
"3784","Woodland Hills(Los Angeles)",187,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",3437,2600
"3785","Woodland Hills(Los Angeles)",181,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",3422,2595
"3786","Woodland Hills(Los Angeles)",178,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",3401,2588
"3787","Woodland Hills(Los Angeles)",170,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",3358,2578
"3788","Woodland Hills(Los Angeles)",166,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",3319,2564
"3789","Woodland Hills(Los Angeles)",162,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",3301,2549
"3790","Woodland Hills(Los Angeles)",160,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",3272,2537
"3791","Woodland Hills(Los Angeles)",153,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",3249,2520
"3792","Woodland Hills(Los Angeles)",150,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",3205,2506
"3793","Winnetka(Los Angeles)",33,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2636,2625
"3794","Winnetka(Los Angeles)",33,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2631,2616
"3795","Winnetka(Los Angeles)",32,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2627,2607
"3796","Winnetka(Los Angeles)",32,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",2628,2600
"3797","Winnetka(Los Angeles)",31,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",2628,2595
"3798","Winnetka(Los Angeles)",31,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",2623,2588
"3799","Winnetka(Los Angeles)",31,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",2609,2578
"3800","Winnetka(Los Angeles)",30,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",2590,2564
"3801","Winnetka(Los Angeles)",30,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",2568,2549
"3802","Winnetka(Los Angeles)",29,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",2556,2537
"3803","Winnetka(Los Angeles)",28,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2542,2520
"3804","Winnetka(Los Angeles)",26,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2527,2506
"3805","Granada Hills(Los Angeles)",36,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2870,2625
"3806","Granada Hills(Los Angeles)",36,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2865,2616
"3807","Granada Hills(Los Angeles)",36,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2852,2607
"3808","Granada Hills(Los Angeles)",32,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",2841,2600
"3809","Granada Hills(Los Angeles)",30,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",2822,2595
"3810","Granada Hills(Los Angeles)",27,2016-07-01,"Los Angeles-Long Beach-Anaheim, CA",2801,2588
"3811","Granada Hills(Los Angeles)",25,2016-06-01,"Los Angeles-Long Beach-Anaheim, CA",2780,2578
"3812","Granada Hills(Los Angeles)",25,2016-05-01,"Los Angeles-Long Beach-Anaheim, CA",2763,2564
"3813","Granada Hills(Los Angeles)",24,2016-04-01,"Los Angeles-Long Beach-Anaheim, CA",2733,2549
"3814","Granada Hills(Los Angeles)",23,2016-03-01,"Los Angeles-Long Beach-Anaheim, CA",2708,2537
"3815","Granada Hills(Los Angeles)",23,2016-02-01,"Los Angeles-Long Beach-Anaheim, CA",2687,2520
"3816","Granada Hills(Los Angeles)",21,2016-01-01,"Los Angeles-Long Beach-Anaheim, CA",2678,2506
"3817","Central City(Los Angeles)",0,2016-12-01,"Los Angeles-Long Beach-Anaheim, CA",2172,2625
"3818","Central City(Los Angeles)",0,2016-11-01,"Los Angeles-Long Beach-Anaheim, CA",2153,2616
"3819","Central City(Los Angeles)",0,2016-10-01,"Los Angeles-Long Beach-Anaheim, CA",2150,2607
"3820","Central City(Los Angeles)",0,2016-09-01,"Los Angeles-Long Beach-Anaheim, CA",2147,2600
"3821","Central City(Los Angeles)",0,2016-08-01,"Los Angeles-Long Beach-Anaheim, CA",2145,2595
